loan_id,plant_key,ref_month,installment_no,total_installments,payment_mxn,payment_ccy,xr,due_after_mxn
SLP2-L1,SLP2,2028-10,52,63,51809.48,,,526798.34
SLP2-L1,SLP2,2028-11,53,63,50555.27,,,476243.07
SLP2-L1,SLP2,2028-12,54,63,50188.65,,,426054.42
SLP2-L1,SLP2,2029-01,55,63,49957.1,,,376097.32
SLP2-L1,SLP2,2029-02,56,63,49030.92,,,327066.4
SLP2-L1,SLP2,2029-03,57,63,48181.92,,,278884.48
SLP2-L1,SLP2,2029-04,58,63,48220.51,,,230663.97
SLP2-L1,SLP2,2029-05,59,63,47101.38,,,183562.59
SLP2-L1,SLP2,2029-06,60,63,46792.64,,,136769.95
SLP2-L1,SLP2,2029-07,61,63,46252.36,,,90517.59
SLP2-L1,SLP2,2029-08,62,63,45519.14,,,44998.45
SLP2-L1,SLP2,2029-09,63,63,44998.16,,,0.29
