date_iso,plant_key,energy_kwh,irradiance_kwh_m2,irradiance_source,pr,pr_confidence,capacity_factor,capacity_factor_confidence,inverters_reporting,inverters_with_reboot,notes,written_at_utc,pr_stc,specific_yield,availability,soiling_loss_pct,data_class,cloud_coverage_pct,expected_kwh,production_pct,status_note,design_kwh,billable_kwh
2026-08-25,MEX3,445.4,0.3044,shinemaster_history,0,NONE,0,NONE,1,0,,2026-08-26T12:00:19+00:00,0,0,1,,partial,85.22,35.38,,energy corrected from vendor daily counter (was 0.0),805.4
2026-08-25,NL2,1195.3,7.3506,shinemaster_history,0.0003,HIGH,0.0001,HIGH,2,0,,2026-08-26T12:00:20+00:00,0.0003,0.0024,1,,partial,14.84,1847.94,,energy corrected from vendor daily counter (was 0.8),1727.2,0.8
2026-08-25,GTO2,1276.954,3.0494,shinemaster_history,0,NONE,0,NONE,3,0,,2026-08-26T12:00:22+00:00,0,0,0.5,,partial,80.54,1284.41,,energy corrected from vendor daily counter (was 0.0),3020.7
2026-08-26,GTO1,4498.4,6.5189,shinemaster_history,0.8432,HIGH,0.2756,HIGH,6,0,,2026-08-27T12:00:16+00:00,0.9612,5.4968,1,0.0631,full,49.9171,3947.61,1.1395,Above plan (114% of expected) — est. soiling/drift loss 6% | synced from PG at the 2026-08 close (energy+billable = reconciled basis),4241,4498.4
2026-08-26,GTO2,1342.5700000000002,6.9695,shinemaster_history,0.343,HIGH,0.1399,LOW,3,0,,2026-08-27T12:00:19+00:00,0.3819,2.3906,0.5,0.5965,full,98.5373,2935.55,0.4573,Well below plan (46%) — inverter availability 50% — see Alerts,3020.7,1342.57
2026-08-26,MEX1,2848.33,4.1697,shinemaster_history,1.1643,HIGH,0.2637,HIGH,3,0,,2026-08-27T12:00:17+00:00,1.2586,4.8547,1,,full,95.8205,2030.52,,Sun measurement unreliable today — % of plan not computed (improves after the Pi migration).,2897.3,2848.33
2026-08-26,MEX2,2930.73,4.1697,shinemaster_history,1.1525,HIGH,0.2714,HIGH,3,0,,2026-08-27T12:00:18+00:00,1.2458,4.8057,1,,full,95.8205,2085.14,,Sun measurement unreliable today — % of plan not computed (improves after the Pi migration).,2838.3,2930.73
2026-08-26,MEX3,763.1,4.1697,shinemaster_history,1.1809,HIGH,0.2564,HIGH,1,0,,2026-08-27T12:00:18+00:00,1.2766,4.9239,1,,full,96.7496,523.44,,Sun measurement unreliable today — % of plan not computed (improves after the Pi migration).,805.4,763.1
2026-08-26,NL1,3582.6,7.4286,shinemaster_history,0.7811,HIGH,0.3009,HIGH,4,0,,2026-08-27T12:00:17+00:00,0.8649,5.8026,1,0.211,full,8.5607,3577.41,1.0014,On plan (100% of expected) — est. soiling/drift loss 21% | synced from PG at the 2026-08 close (energy+billable = reconciled basis),3240.2,3582.6
2026-08-26,NL2,1193.3000000000002,7.4286,shinemaster_history,0.4792,HIGH,0.1657,HIGH,2,0,,2026-08-27T12:00:19+00:00,0.5306,3.56,1,0.4362,full,8.981,1867.55,0.639,Well below plan (64%) — est. soiling/drift loss 44%,1727.2,1193.3
2026-08-26,SLP1,1042.2,7.3105,shinemaster_history,0.7535,HIGH,0.2895,HIGH,2,0,,2026-08-27T12:00:15+00:00,0.8335,5.5085,1,0.0811,full,19.8331,1023.53,1.0182,On plan (102% of expected) — est. soiling/drift loss 8%,803.6,1042.2
2026-08-26,SLP2,1590.8,7.888,shinemaster_history,0.7239,HIGH,0.2673,HIGH,2,0,,2026-08-27T12:00:16+00:00,0.7955,5.7098,1,0.1278,full,19.3451,1648.26,0.9651,On plan (97% of expected) — est. soiling/drift loss 13%,1556.5,1590.8
2026-08-27,SLP1,1052.4,7.3282,shinemaster_history,0.759,HIGH,0.2923,HIGH,2,0,,2026-08-28T12:00:10+00:00,0.8301,5.5618,1,0.0744,full,77.3352,1026.01,1.0256,On plan (103% of expected) — est. soiling/drift loss 7% | synced from PG at the 2026-08 close (energy+billable = reconciled basis),803.6,1052.4
2026-08-27,SLP2,1536.4,7.6957,shinemaster_history,0.7166,HIGH,0.2581,HIGH,2,0,,2026-08-28T12:00:11+00:00,0.7797,5.5145,0.5667,0.1366,full,74.0536,1608.07,0.9554,On plan (96% of expected) — inverter availability 57% — see Alerts,1556.5,1536.4
2026-08-27,GTO1,4853.4,7.3383,shinemaster_history,0.8082,HIGH,0.2974,HIGH,6,0,,2026-08-28T12:00:12+00:00,0.9191,5.9306,1,0.102,full,62.4095,4443.81,1.0921,Above plan (109% of expected) — est. soiling/drift loss 10% | synced from PG at the 2026-08 close (energy+billable = reconciled basis),4241,4853.4
2026-08-27,MEX1,2323.2,4.6705,shinemaster_history,0.8478,HIGH,0.2151,HIGH,3,0,,2026-08-28T12:00:12+00:00,0.8871,3.9597,1,0,full,98.3632,2274.39,1.0215,On plan (102% of expected).,2897.3,2323.2
2026-08-27,NL1,3534.8,7.4737,shinemaster_history,0.766,HIGH,0.2969,HIGH,4,0,,2026-08-28T12:00:13+00:00,0.8402,5.7251,1,0.2263,full,7.1974,3599.12,0.9821,On plan (98% of expected) — est. soiling/drift loss 23% | synced from PG at the 2026-08 close (energy+billable = reconciled basis),3240.2,3534.8
2026-08-27,MEX2,2512.44,4.6705,shinemaster_history,0.8821,HIGH,0.2326,HIGH,3,0,,2026-08-28T12:00:13+00:00,0.923,4.1198,1,0,full,98.3632,2335.57,1.0757,Above plan (108% of expected).,2838.3,2512.44
2026-08-27,MEX3,623.8,4.6705,shinemaster_history,0.8618,HIGH,0.2096,HIGH,1,0,,2026-08-28T12:00:14+00:00,0.9012,4.025,1,0,full,98.8648,586.31,1.0639,Above plan (106% of expected).,805.4,623.8
2026-08-27,NL2,1185.2,7.4737,shinemaster_history,0.4731,HIGH,0.1646,HIGH,2,0,,2026-08-28T12:00:15+00:00,0.5189,3.5358,1,0.4434,full,9.3788,1878.89,0.6308,Well below plan (63%) — est. soiling/drift loss 44%,1727.2,1185.2
2026-08-27,GTO2,1290.674,7.1232,shinemaster_history,0.3226,HIGH,0.1344,LOW,3,0,,2026-08-28T12:00:15+00:00,0.3493,2.2982,0.5,0.6205,full,98.8429,3000.29,0.4302,Well below plan (43%) — inverter availability 50% — see Alerts,3020.7,1290.67
2026-08-28,SLP1,980.2,6.5583,shinemaster_history,0.79,HIGH,0.2723,HIGH,2,0,,2026-08-29T12:00:09+00:00,0.8585,5.1808,1,0.0366,full,90.7899,918.21,1.0675,Above plan (107% of expected).,803.6,980.2
2026-08-28,SLP2,1450.7,7.178,shinemaster_history,0.7253,HIGH,0.2437,HIGH,2,0,,2026-08-29T12:00:10+00:00,0.7854,5.2062,1,0.1261,full,90.3305,1499.9,0.9671,On plan (97% of expected) — est. soiling/drift loss 13% | synced from PG at the 2026-08 close (energy+billable = reconciled basis),1556.5,1450.7
2026-08-28,GTO1,3949.2,5.778,shinemaster_history,0.8352,HIGH,0.242,HIGH,6,0,,2026-08-29T12:00:11+00:00,0.9194,4.8256,1,0.072,full,99.1313,3498.95,1.1286,Above plan (113% of expected) — est. soiling/drift loss 7% | synced from PG at the 2026-08 close (energy+billable = reconciled basis),4241,3949.2
2026-08-28,MEX1,2448.77,5.2701,shinemaster_history,0.792,HIGH,0.2267,HIGH,3,0,,2026-08-29T12:00:11+00:00,0.8538,4.1737,1,0.0458,full,90.9982,2566.38,0.9542,On plan (95% of expected).,2897.3,2448.77
2026-08-28,NL1,3470.9,7.2018,shinemaster_history,0.7806,HIGH,0.2916,HIGH,4,0,,2026-08-29T12:00:12+00:00,0.8555,5.6215,1,0.2115,full,15.0377,3468.19,1.0007,On plan (100% of expected) — est. soiling/drift loss 21% | synced from PG at the 2026-08 close (energy+billable = reconciled basis),3240.2,3470.9
2026-08-28,MEX2,2671.95,5.2701,shinemaster_history,0.8314,HIGH,0.2474,HIGH,3,0,,2026-08-29T12:00:13+00:00,0.8963,4.3814,1,0.0333,full,90.9982,2635.41,1.0139,On plan (101% of expected).,2838.3,2671.95
2026-08-28,MEX3,676.4,5.2701,shinemaster_history,0.8282,HIGH,0.2273,HIGH,1,0,,2026-08-29T12:00:13+00:00,0.8928,4.3644,1,0.0256,full,90.7695,661.58,1.0224,On plan (102% of expected).,805.4,676.4
2026-08-28,NL2,1136.4,7.2018,shinemaster_history,0.4707,HIGH,0.1578,HIGH,2,0,,2026-08-29T12:00:14+00:00,0.5158,3.3902,1,0.4462,full,15.8629,1810.53,0.6277,Well below plan (63%) — est. soiling/drift loss 45%,1727.2,1136.4
2026-08-28,GTO2,1107.962,6.3548,shinemaster_history,0.3105,HIGH,0.1154,LOW,3,0,,2026-08-29T12:00:14+00:00,0.3327,1.9729,0.5,0.6347,full,95.3675,2676.64,0.4139,Well below plan (41%) — inverter availability 50% — see Alerts,3020.7,1107.96
2026-08-29,SLP1,733.7,5.5157,shinemaster_history,0.7029,HIGH,0.2037,HIGH,2,0,,2026-08-30T12:00:08+00:00,0.746,3.8768,1,0.1428,full,26.6375,772.24,0.9498,Slightly below plan (95%) — est. soiling/drift loss 14% | synced from PG at the 2026-08 close (energy+billable = reconciled basis),803.6,733.7
2026-08-29,SLP2,1144.8,5.713,shinemaster_history,0.7191,HIGH,0.1923,HIGH,2,0,,2026-08-30T12:00:09+00:00,0.774,4.1083,0.75,0.1336,full,20.3264,1193.77,0.9588,On plan (96% of expected) — inverter availability 75% — see Alerts | synced from PG at the 2026-08 close (energy+billable = reconciled basis),1556.5,1144.8
2026-08-29,GTO1,4026.1,5.9573,shinemaster_history,0.8258,HIGH,0.2467,HIGH,6,0,,2026-08-30T12:00:10+00:00,0.9101,4.9197,1,0.0824,full,57.3662,3607.53,1.116,Above plan (112% of expected) — est. soiling/drift loss 8% | synced from PG at the 2026-08 close (energy+billable = reconciled basis),4241,4026.1
2026-08-29,MEX1,2292.68,4.5552,shinemaster_history,0.8579,HIGH,0.2123,HIGH,3,0,,2026-08-30T12:00:10+00:00,0.8956,3.9077,1,0,full,95.6575,2218.24,1.0336,On plan (103% of expected).,2897.3,2292.68
2026-08-29,NL1,3321.7,6.5525,shinemaster_history,0.821,HIGH,0.279,HIGH,4,0,,2026-08-30T12:00:11+00:00,0.8961,5.3798,1,0.1707,full,21.5739,3155.5,1.0526,Above plan (105% of expected) — est. soiling/drift loss 17% | synced from PG at the 2026-08 close (energy+billable = reconciled basis),3240.2,3321.7
2026-08-29,MEX2,2375.64,4.5552,shinemaster_history,0.8552,HIGH,0.22,HIGH,3,0,,2026-08-30T12:00:12+00:00,0.8928,3.8955,1,0.0056,full,95.6464,2277.91,1.0429,On plan (104% of expected).,2838.3,2375.64
2026-08-29,MEX3,603.2,4.5552,shinemaster_history,0.8544,HIGH,0.2027,HIGH,1,0,,2026-08-30T12:00:13+00:00,0.892,3.8921,1,0,full,95.631,571.83,1.0549,Above plan (105% of expected).,805.4,603.2
2026-08-29,NL2,901.1,6.5525,shinemaster_history,0.4103,HIGH,0.1252,HIGH,2,0,,2026-08-30T12:00:13+00:00,0.4488,2.6882,0.5,,partial,19.4716,1647.3,,Partial data day — daily figures not comparable.,1727.2,901.1
2026-08-29,GTO2,899.274,5.3945,shinemaster_history,0.2968,HIGH,0.0937,LOW,3,0,,2026-08-30T12:00:14+00:00,0.3276,1.6013,0.25,0.6508,full,99.3925,2272.16,0.3958,Well below plan (40%) — inverter availability 25% — see Alerts,3020.7,899.27
2026-08-30,SLP1,842.1,5.9047,shinemaster_history,0.7537,HIGH,0.2339,HIGH,2,0,,2026-08-31T12:00:09+00:00,0.8004,4.4503,1,0.0809,full,35.6286,826.71,1.0185,On plan (102% of expected) — est. soiling/drift loss 8% | synced from PG at the 2026-08 close (energy+billable = reconciled basis),803.6,842.1
2026-08-30,SLP2,1354.6,6.1442,shinemaster_history,0.7913,HIGH,0.2276,HIGH,2,0,,2026-08-31T12:00:10+00:00,0.8523,4.8616,1,0.0466,full,30.5916,1283.88,1.055,Above plan (106% of expected). | synced from PG at the 2026-08 close (energy+billable = reconciled basis),1556.5,1354.6
2026-08-30,GTO1,4782.2,6.9791,shinemaster_history,0.8373,HIGH,0.293,HIGH,6,0,,2026-08-31T12:00:10+00:00,0.9326,5.8435,1,0.0697,full,54.8757,4226.29,1.1315,Above plan (113% of expected) — est. soiling/drift loss 7% | synced from PG at the 2026-08 close (energy+billable = reconciled basis),4241,4782.2
2026-08-30,MEX1,2866.6800000000003,6.2361,shinemaster_history,0.7835,HIGH,0.2654,HIGH,3,0,,2026-08-31T12:00:11+00:00,0.8424,4.886,1,0.056,full,42.806,3036.79,0.944,Slightly below plan (94%) — est. soiling/drift loss 6%,2897.3,2866.68
2026-08-30,NL1,2812,5.5387,shinemaster_history,0.8223,HIGH,0.2362,HIGH,4,0,,2026-08-31T12:00:11+00:00,0.8983,4.5543,1,0.1694,full,52.0774,2667.28,1.0542,Above plan (105% of expected) — est. soiling/drift loss 17% | synced from PG at the 2026-08 close (energy+billable = reconciled basis),3240.2,2812
2026-08-30,MEX2,3037.0699999999997,6.2361,shinemaster_history,0.7986,HIGH,0.2812,HIGH,3,0,,2026-08-31T12:00:12+00:00,0.8587,4.9801,1,0.0714,full,42.806,3118.48,0.9739,On plan (97% of expected) — est. soiling/drift loss 7%,2838.3,3037.07
2026-08-30,MEX3,783.2,6.2361,shinemaster_history,0.8104,HIGH,0.2632,HIGH,1,0,,2026-08-31T12:00:13+00:00,0.8714,5.0536,1,0.0466,full,41.0643,782.84,1.0005,On plan (100% of expected).,805.4,783.2
2026-08-30,NL2,840.1,5.5387,shinemaster_history,0.4525,HIGH,0.1167,HIGH,2,0,,2026-08-31T12:00:13+00:00,0.4979,2.5063,1,0.4676,full,54.342,1392.43,0.6033,Well below plan (60%) — est. soiling/drift loss 47%,1727.2,840.1
2026-08-30,GTO2,1106.41,7.3263,shinemaster_history,0.2689,HIGH,0.1153,LOW,3,0,,2026-08-31T12:00:14+00:00,0.2987,1.9701,0.5,0.6836,full,95.2934,3085.84,0.3585,Well below plan (36%) — inverter availability 50% — see Alerts,3020.7,1106.41
2026-08-31,SLP1,708.2,4.8672,shinemaster_history,0.7667,HIGH,0.1961,HIGH,2,0,,2026-09-01T12:00:08+00:00,0.8173,3.7315,1,0.065,full,87.3815,681.45,1.036,On plan (104% of expected) — est. soiling/drift loss 6% | synced from PG at the 2026-08 close (energy+billable = reconciled basis),803.6,708.2
2026-08-31,SLP2,1187.1,5.2958,shinemaster_history,0.8037,HIGH,0.1992,HIGH,2,0,,2026-09-01T12:00:09+00:00,0.8689,4.2561,1,0.0317,full,85.4128,1106.6,1.0716,Above plan (107% of expected). | synced from PG at the 2026-08 close (energy+billable = reconciled basis),1556.5,1187.1
2026-08-31,GTO1,3809.1,5.525,shinemaster_history,0.8415,HIGH,0.2331,HIGH,6,0,,2026-09-01T12:00:09+00:00,0.914,4.6491,1,0.065,full,68.9574,3345.74,1.1371,Above plan (114% of expected) — est. soiling/drift loss 6% | synced from PG at the 2026-08 close (energy+billable = reconciled basis),4241,3809.1
2026-08-31,MEX1,2139.26,4.3204,shinemaster_history,0.8439,HIGH,0.1981,HIGH,3,0,,2026-09-01T12:00:10+00:00,0.8858,3.6462,1,0,full,89.7774,2103.9,1.0168,On plan (102% of expected).,2897.3,2139.26
2026-08-31,NL1,2880.8,5.8916,shinemaster_history,0.7896,HIGH,0.2413,MEDIUM,4,1,1 inverter(s) detected mid-day reboots; energy total uses max() instead of last(),2026-09-01T12:00:11+00:00,0.8593,4.6518,1,0.2024,full,26.9166,2837.23,1.0123,On plan (101% of expected) — est. soiling/drift loss 20% | synced from PG at the 2026-08 close (energy+billable = reconciled basis),3240.2,2880.8
2026-08-31,MEX2,2274.25,4.3204,shinemaster_history,0.8632,HIGH,0.2106,HIGH,3,0,,2026-09-01T12:00:11+00:00,0.906,3.7293,1,0,full,89.7774,2160.5,1.0526,Above plan (105% of expected).,2838.3,2274.25
2026-08-31,MEX3,574.9,4.3204,shinemaster_history,0.8586,HIGH,0.1932,HIGH,1,0,,2026-09-01T12:00:12+00:00,0.9012,3.7095,1,0,full,85.1874,542.36,1.06,Above plan (106% of expected).,805.4,574.9
2026-08-31,NL2,971.7,5.8916,shinemaster_history,0.492,HIGH,0.135,HIGH,2,0,,2026-09-01T12:00:13+00:00,0.535,2.8989,1,0.4212,full,29.9695,1481.15,0.656,Well below plan (66%) — est. soiling/drift loss 42%,1727.2,971.7
2026-08-31,GTO2,1272.8400000000001,5.5213,shinemaster_history,0.4105,HIGH,0.1326,LOW,3,0,,2026-09-01T12:00:13+00:00,0.4505,2.2665,0.5,0.5171,full,99.6,2325.57,0.5473,Well below plan (55%) — inverter availability 50% — see Alerts,3020.7,1272.84
2026-09-01,SLP1,581,3.5614,shinemaster_history,0.8623,HIGH,0.1614,HIGH,2,0,,2026-09-02T20:33:53+00:00,0.8911,3.0708,1,0,full,88.2772,498.62,1.1652,Above plan (117% of expected).,732.6,581
2026-09-01,SLP2,944,4.0124,shinemaster_history,0.8444,HIGH,0.1586,HIGH,2,0,,2026-09-02T20:33:53+00:00,0.8805,3.3882,0.9444,0,full,84.4811,838.42,1.1259,Above plan (113% of expected) — inverter availability 94% — see Alerts,1354,944
2026-09-01,GTO1,4583.2,6.628,shinemaster_history,0.845,HIGH,0.2808,HIGH,6,0,,2026-09-02T20:33:54+00:00,0.956,5.6007,0.9167,0.0611,full,68.7312,4013.68,1.1419,Above plan (114% of expected) — inverter availability 92% — see Alerts,3727.3,4583.2
2026-09-01,MEX1,1965.3600000000001,1.5726,shinemaster_history,2.0907,HIGH,0.182,HIGH,3,0,PR=2.09 > 1.2 is implausible; check kwp_dc and irradiance source,2026-09-02T20:33:54+00:00,2.1665,3.2878,1,,full,89.7102,780.26,,Sun measurement unreliable today — % of plan not computed (improves after the Pi migration).,2490.8,1965.36
2026-09-01,NL1,3458.8,7.0016,shinemaster_history,0.8001,HIGH,0.2906,HIGH,4,0,,2026-09-02T20:33:55+00:00,0.8767,5.6022,1,0.1918,full,22.2281,3371.77,1.0258,On plan (103% of expected) — est. soiling/drift loss 19%,2764.3,3458.8
2026-09-01,MEX2,2076.71,1.5726,shinemaster_history,2.1654,HIGH,0.1923,HIGH,3,0,PR=2.17 > 1.2 is implausible; check kwp_dc and irradiance source,2026-09-02T20:33:55+00:00,2.2438,3.4053,1,,full,89.7102,786.41,,Sun measurement unreliable today — % of plan not computed (improves after the Pi migration).,2504.9,2076.71
2026-09-01,MEX3,538.4,1.5726,shinemaster_history,2.2091,HIGH,0.1809,HIGH,1,0,PR=2.21 > 1.2 is implausible; check kwp_dc and irradiance source,2026-09-02T20:33:56+00:00,2.2888,3.474,1,,full,88.3904,197.41,,Sun measurement unreliable today — % of plan not computed (improves after the Pi migration).,697.1,538.4
2026-09-01,NL2,979.6999999999999,7.0016,shinemaster_history,0.4174,HIGH,0.1361,HIGH,2,0,,2026-09-02T20:33:56+00:00,0.4574,2.9227,1,0.5089,full,28.7485,1760.2,0.5566,Well below plan (56%) — est. soiling/drift loss 51%,1409.3,979.7
2026-09-01,GTO2,1155.37,5.4183,shinemaster_history,0.3797,HIGH,0.1204,HIGH,4,0,,2026-09-02T20:33:57+00:00,0.4125,2.0573,0.6667,0.5533,full,69.9983,2282.19,0.5063,Well below plan (51%) — inverter availability 67% — see Alerts,2688.3,1155.37
2026-09-01,TAM1,1787.1000000000001,7.0016,shinemaster_history,0.7,HIGH,0.2482,HIGH,4,0,,2026-09-02T20:33:58+00:00,0.7617,4.9009,1,0.1765,full,16.2286,1914.85,0.9333,Slightly below plan (93%) — est. soiling/drift loss 18%,1555.7,1787.1
2026-09-02,SLP1,879.2,5.9452,shinemaster_history,0.7816,HIGH,0.2442,HIGH,2,0,,2026-09-03T12:00:14+00:00,0.8466,4.6469,1,0.0468,full,54.2927,832.38,1.0562,Above plan (106% of expected).,732.6,879.2
2026-09-02,SLP2,1435.9,6.5868,shinemaster_history,0.7824,HIGH,0.2412,HIGH,2,0,,2026-09-03T12:00:15+00:00,0.8514,5.1538,0.875,0.0573,full,47.3766,1376.36,1.0433,On plan (104% of expected) — inverter availability 88% — see Alerts,1354,1435.9
2026-09-02,GTO1,3626.6,5.0798,shinemaster_history,0.8724,HIGH,0.2222,HIGH,6,0,,2026-09-03T12:00:16+00:00,0.9448,4.4317,1,0.0307,full,63.5438,3076.15,1.1789,Above plan (118% of expected).,3727.3,3626.6
2026-09-02,MEX1,2235.65,4.6447,shinemaster_history,0.8052,HIGH,0.207,HIGH,3,0,,2026-09-03T12:00:16+00:00,0.8548,3.7399,1,0.0299,full,80.1148,2304.5,0.9701,On plan (97% of expected).,2490.8,2235.65
2026-09-02,NL1,3393.9,6.9247,shinemaster_history,0.7938,HIGH,0.2851,HIGH,4,0,,2026-09-03T12:00:17+00:00,0.8792,5.4971,1,0.1982,full,16.5651,3334.74,1.0177,On plan (102% of expected) — est. soiling/drift loss 20%,2764.3,3393.9
2026-09-02,MEX2,2418.0699999999997,4.6447,shinemaster_history,0.8537,HIGH,0.2239,HIGH,3,0,,2026-09-03T12:00:18+00:00,0.9061,3.9651,1,0.0073,full,80.1148,2322.67,1.0411,On plan (104% of expected).,2504.9,2418.07
2026-09-02,MEX3,615.9,4.6447,shinemaster_history,0.8556,HIGH,0.207,HIGH,1,0,,2026-09-03T12:00:18+00:00,0.9085,3.9741,1,0,full,75.4868,583.07,1.0563,Above plan (106% of expected).,697.1,615.9
2026-09-02,NL2,951.3,6.9247,shinemaster_history,0.4098,HIGH,0.1321,HIGH,2,0,,2026-09-03T12:00:19+00:00,0.4537,2.838,1,0.5179,full,10.919,1740.87,0.5465,Well below plan (55%) — est. soiling/drift loss 52%,1409.3,951.3
2026-09-02,GTO2,1438.75,6.2258,shinemaster_history,0.4115,HIGH,0.1499,HIGH,4,0,,2026-09-03T12:00:19+00:00,0.4642,2.5619,0.375,0.5159,full,75.7368,2622.31,0.5487,Well below plan (55%) — inverter availability 38% — see Alerts,2688.3,1438.75
2026-09-03,SLP1,990.4000000000001,6.687,shinemaster_history,0.7828,HIGH,0.2751,HIGH,2,0,,2026-09-04T12:00:16+00:00,0.8492,5.2347,1,0.0454,full,57.8137,936.23,1.0579,Above plan (106% of expected).,732.6,990.4
2026-09-03,SLP2,1425.8,7.1171,shinemaster_history,0.719,HIGH,0.2395,MEDIUM,2,1,1 inverter(s) detected mid-day reboots; energy total uses max() instead of last(),2026-09-04T12:00:17+00:00,0.7888,5.1175,0.4545,0.1337,full,56.8133,1487.17,0.9587,On plan (96% of expected) — inverter availability 45% — see Alerts,1354,1425.8
2026-09-03,GTO1,3252.4,4.6722,shinemaster_history,0.8507,HIGH,0.1993,HIGH,6,0,,2026-09-04T12:00:17+00:00,0.9176,3.9744,1,0.0548,full,47.0689,2829.32,1.1495,Above plan (115% of expected) — est. soiling/drift loss 5%,3727.3,3252.4
2026-09-03,MEX1,2859.81,5.8135,shinemaster_history,0.8229,HIGH,0.2648,HIGH,3,0,,2026-09-04T12:00:18+00:00,0.8894,4.7841,1,0.0086,full,47.1735,2884.41,0.9915,On plan (99% of expected).,2490.8,2859.81
2026-09-03,NL1,3006.4,6.1428,shinemaster_history,0.7927,HIGH,0.2526,HIGH,4,0,,2026-09-04T12:00:19+00:00,0.8753,4.8695,1,0.1993,full,60.233,2958.2,1.0163,On plan (102% of expected) — est. soiling/drift loss 20%,2764.3,3006.4
2026-09-03,MEX2,2830.04,5.8135,shinemaster_history,0.7983,HIGH,0.262,HIGH,3,0,,2026-09-04T12:00:20+00:00,0.8631,4.6406,1,0.0717,full,47.1735,2907.15,0.9735,On plan (97% of expected) — est. soiling/drift loss 7%,2504.9,2830.04
2026-09-03,MEX3,726.5,5.8135,shinemaster_history,0.8063,HIGH,0.2441,HIGH,1,0,,2026-09-04T12:00:21+00:00,0.8719,4.6877,1,0.0514,full,52.8401,729.79,0.9955,On plan (100% of expected) — est. soiling/drift loss 5%,697.1,726.5
2026-09-03,NL2,923.1,6.1428,shinemaster_history,0.4483,HIGH,0.1282,HIGH,2,0,,2026-09-04T12:00:22+00:00,0.495,2.7539,1,0.4726,full,61.4042,1544.3,0.5977,Well below plan (60%) — est. soiling/drift loss 47%,1409.3,923.1
2026-09-03,GTO2,1716.47,7.721,shinemaster_history,0.3959,HIGH,0.1788,HIGH,4,0,,2026-09-04T12:00:22+00:00,0.4196,3.0564,0.75,0.5342,full,61.8431,3252.09,0.5278,Well below plan (53%) — inverter availability 75% — see Alerts,2688.3,1716.47
